Review Number,Review Text,Label
504,worked,Usability
618,best item purchased camping recently camping 2 week shower perfect allowed take hot shower everyday charged twice used car charged pump work well never died people said didnt hold charge wrong got home put pot water discharge ran almost 20 minutesbr camping never took 20 minute shower several 56 minute shower almost daily definitely recommend item camper,Usability
255,love glove,Product Quality
769,bought save money second pair bike short waste money might well padding super tight around thigh dont stay place something skimp,Price
537,great product speedy delivery thank,Shipping
597,love machine took try figure cant put lot love,Usability
169,fell apart,Product Quality
337,excellent,Product Quality
332,great carrier oil use alone massage scalp boyfriend scalp use day scalp feel drystripped boyfriend horrendous dry scalp snowflake shirt hair massaged occasionally tea tree oil hair every night day really cleared flake tea tree oil helped alone would fine read jojoba oilwax one closest substrate human sebum skin scalp produce make oily seems work way scalp realllllly dry hair thick kinda lay go like5 day without washing hair apply liberally throughout whole scalp seems trick love make hair manageable actually 34do something34 wordsbr br really great moisturizer think itll come handy cold windy winter hard retain moisture think would feel wonderful warmed massaged scalp body,Usability
997,bought year ago keep bike orderly instead leaning garagebr perfect,Usability
573,awesome,Product Quality
93,ordered one loved gave first one husband traveling month ordered another myselfwouldnt turn charging returned another onesame problem grrrrrr,Usability
409,work advertised poor insulation top like 3rd shelf come handy smallshort item,Product Quality
24,great product great service,Product Quality
65,solid product complaint,Product Quality
293,smell great,Aesthetic Appeal
937,great tool,Usability
875,awesome,Product Quality
307,7 gallon bag bag thin waste money,Product Quality
624,used worked fine next time went use wouldnt charge completely broken trashed 30 day return policy waste recommend,Usability
569,worked perfect maytag,Usability
609,glad bought lifter red grip top handle great hold lid sturdy lifting seems solid construction,Usability
638,fly thing,Usability
764,sturdy pump,Product Quality
507,purchased last december installed february kitchen remodel getting frustrated trying keep cleanit beginning look like 10 year old stove used bar keeper friend look brand new burner good pan slide grate get used looking draft gas stove top one fill bill,Usability
969,naturist mosquito definitely problem zapper great sturdy large zapper area quite effective positive review given others helpful deciding get one proved valid,Usability
38,bought daughter birthday july turned 13 played 3 time new album got birthday went listen new album bought didnt work turntable would turn went replace item literally 5 day last chance date return item happy upset,Usability
667,work pretty good along son doesnt pull good sun,Usability
879,truly excellent router bought used amazon im knocking one star amazon shipper awful job packing item systainer handle detached lock detached systainer lay picture shredded internal moulded foam padding broken may sound picky working systainer box make organizing transporting tool much easier router however top notch dust collection superior router many handling also excellent machine heavy weight seems improve control powerful test installed 32534 raised panel profile bit problem control produced smooth edge also plunge lock feature allows fast precision adjustment depth use router often handle cost one good choice accessory kit also costly almost necessity,Shipping
135,described wanted,Product Quality
884,third purchase base customer service excellent misthreaded axle bolt nut one phone call got mail first material issue thembr br base rigid easily adjustable however really think affix tool base figuring attach tool 34 inch plywood sheet easy attaching sheet tightly base take thought tool required different configuration two bolt arrangement provided hole corner lend well many tool oversizing base addressed issue,Customer Service
935,nice addition map kit,Usability
31,excellent product performs advertised receive read instruction connect audio system included cable sync bluetooth device iphone 4 play music enjoy thank enough said,Usability
522,doesnt work noticed right 90 day warranty expired quite working would recommend,Product Quality
296,work well arthritis pain take evening without worrying keep sleeping,Usability
698,dont let sheet sit empty purchase bought bunch sheet 2 home one home let sit unfilled couple year longer fill completely matter much squeezing warm water wont fill apparently there shelf life permeable layerbr br otherwise great product,Product Quality
473,love machine matching dryer toobr br ok set record straight 4 year ago fell 34all green front loader34 bought lg front loaderit one miserable 4 year laundry imaginable would never expected absolute nightmare laundry room stacked sky high clothes stink bad would rewash four five time even wearable tried everything called manufacture begged guidance multiple washing would resort filling bathtub soaking dark clothes even turned using bleach havent used decade couldnt take anymore bought speed queen ayn412 matching dryer couldnt happier new speed queen love would highly recommend productbr br received new speed queen washer dryer four day ago fantastic yes look act oldschool true neighbor kind snicker saw even told happy new washer dryer love washer dryer set clothes come clean smelling towel fluffy look feel like actually washed know right imagine clothes come dryer warm mostly wrinkle free put many clothes machine old lg front loader problem washed 16 load wash 4 day washed everything white towel washable delicate silk even pantyhose every load perfect every time might want sit take 50 minute wash dry load laundry yep working mom happy goodbye crappy beat heck clothes lg front loader goodbye forever never never ever getting back together p far water saving kidding one load washed five time sent full bathtub doesnt look like kind saving mevings kidding one load washed five time sent full bathtub doesnt look like kind saving,Usability
973,unfortunately sharpen punch needed first hole tried punch tore gasket material sharpened worked ok would definitely shop around making decision need good punch get good quality set,Product Quality
572,love,Usability
938,well work torch,Product Quality
926,far good bought mother keep tire inflated tried model blew internal fuse problem model farbr br loud take much longer commercial model perfect keep home,Product Quality
143,fit exactly expectede,Product Quality
314,theyve really improved look old standby flip cap better old one cracked along lid many year thats pretty common id like see improved price cant complain much,Price
595,love dishwasher quiet hardly know good job,Product Quality
429,filter worked week two,Product Quality
940,klein great tool,Product Quality
12,break easily take load music,Product Quality
772,great design perfect size everyday use,Product Quality
117,bought dec 6 2014 worked great today charger longer charge power unit battery slide switch position checked charger volt meter 125 vdc even 10 ohm power resistor connected mean problem max a34 easy take apart everything glued soft glue gun expensive paper weight doubt 1 year warranty worth anything look cannot recommend product based experience,Product Quality
897,ehh built cheap work also pictured there loupe 4 interchangeable main lens dont expect last long time 8 buck sure worth worrying returning,Product Quality
73,wouldnt purchased wife infinitely frustrated audio setupbr br needed something would sit next tv simple use fact remote nice bonus fact grab local radio station huge bonus one didnt know could via streamingbr br problem setupbr br computer request audio played linux computer us m2tech hiface stream digital dac streamed lossless flac feed preamp amp speaker access linux computer run whole show use shell login linux host easy people something go wrong cant fix command line play pandora musicbr br issue stated plenty research chose connect right preamp use pretty easily setup snap follow instruction im linked pandora account ive got probably 40 station ive grooming year greatbr br mistook 34antenna34 product picture coax hookup amfm antenna fact hookup antenna wireless router fortunately nice box great feature able pickup radio station stream broadcast turn almost local station get station would otherwise able get since dont rely antenna whatever choose stream get local station simple set location enter city believe itll select right station also allow progress outwards grab station wouldnt otherwise able get antenna probably size live baltimore allows get station hundred mile away slickbr br one downside product builtin amplifier really pretty poor quality however didnt buy functionality anyway ended using preamp crapped im stuck using built amp time nice available dont think decent speaker youll get good sound quality youre much better using line putting favorite receiver preamp built one isnt great functionalith antenna probably size live baltimore allows get station hundred mile away slickbr br one downside product builtin amplifier really pretty poor quality however didnt buy functionality anyway ended using preamp crapped im stuck using built amp time nice available dont think decent speaker youll get good sound quality youre much better using line putting favorite receiver preamp built one isnt great functional,Usability
417,wife looking alkaline water machine told 4000 machinei research online gladly find m9 call right away give good discount upgraded system extra costa soon m9 arrive easy installi water test quality product exceed expectationi happy first m9,Customer Service
486,danby u one else wasbr freshman lonerlife,Product Quality
696,thanks tent using every day beach week outer bank nc super easy set take taught wife 2 minsbr br took checked baggage way san francisco hold well wind even opening facing directly 15mph sand bag filled super easy put shoulderbr br great u walk beach sf bay area small kid,Usability
122,good sound stay place running,Product Quality
286,work fantastic,Product Quality
317,opportunity use yet traveling california twelve day sure come handy especially hip replacement oh yes smart looking also,Aesthetic Appeal
743,attractively designed high quality simple backpack light easily transportable bought price try discovered like pocket organisation pack doesnt suit sell make mistake top notch pack despite incredible light weight 175 gram eg shoulder strap look like cheap mesh plastic first glance pull tough doesnt strech right similarly none stitching give fabric well toughbr br type design suit id recommend pack 1 2 pocket id keep mine,Aesthetic Appeal
140,work great jaybird headphone,Product Quality
219,loved,Product Quality
419,far good,Product Quality
195,good quality good price,Product Quality
886,flexibleget u pay,Product Quality
717,weary first buying price use alot work great plus warranty awesome break,Price
795,good quality great seller,Product Quality
96,battery buy dslr camera,Product Quality
395,excellent productbr one thing use skin doesnt cause breakout leaf soft refreshed,Product Quality
395,excellent productbr one thing use skin doesnt cause breakout leaf soft refreshed,Product Quality
212,nearly good kal,Product Quality
631,great product,Product Quality
995,excellent product easy use,Product Quality
326,brand find without soy soy based product,Product Quality
917,best allen wrench money cab buy,Price
498,love refrigerator quiet perfect size love light insidebr upon receiving big dent back corner needed week kept wise would sent backbr read review issue wonder dented begin send company know hassle would return disappointed packaging light weight box need better quality control,Product Quality
126,great,Product Quality
340,great oil great price bottle dispersed little quickly fine learned careful oil beauty must,Product Quality
435,perfect fit,Product Quality
343,love nuuns brand taste much better,Product Quality
738,set wonderful tool addition tool kit use set every day sense got always good go repair used use leatherman multi tool everything find using set highly recommend jeweler screw driver set,Usability
373,best general sport tape buy used several brand always come back thie johnson johnson coach tape durability ease use make sure 69 inch piece instead wrapping large amount around ankle knee wrist etc way adjust tightness accurately affect circulation,Usability
619,received product end june already 4 break whereas fitbit brand band lasted well year,Product Quality
817,good,Product Quality
86,battery much improved earlier model,Product Quality
629,returned pair roller derby skate bought couple week ago replaced reviewed also save money hassle buy insteadbr br amazingly great blade feel like paid since comfortable smooth ground dont crappy boa lacing system plague many k2 skate guess time tell long lace hold great far lace simply draw tight pulling tongue stay tight skatingbr br wanting get skate 90mm wheel like old k2 cruddy boa lacing system terrain skate rocky sandy pleasantly surprised glide imperfect surface resist rock debris think great shape skate well fit foot deserves credit smooth operationbr br ergonomically far superior roller derby skate returned think even better last 2 pair k2 skate simply lace tight completely way toe box well padded great shape average width foot foot strap effective comfortable ankle strap also effective comfortable foot laced dont feel like clunky contraction foot feel like extension foot feel like superhero speed skate abilitybr br probably 5060 mile thembr br cheap twice price,Usability
773,original right croakies anyway really great fit oakley gascans well slip larger frame easily stay stuck really well strap really comfortable roomy enough hang way slip glass seemingly durable well made expect many year come,Usability
231,raw pancreas good product health,Product Quality
573,awesome,Product Quality
372,great product,Product Quality
169,fell apart,Product Quality
686,work perfectly short 1 mile drive launding area well constructed easy install,Product Quality
298,skeptical buying dryer ball friend advised dryer ball reduce drying time there need buy dryer sheet take away static couldnt believe many thing ended buying highly recommend dryer ball gas bill dryer gone significantly,Usability
538,bought microwave 2 year ago part home remodel great worked recently stopped working sharp warranty 1 year amount money spent would expect last 2 year,Product Quality
173,good product good seller,Product Quality
617,anchor line case toss anchor chase giant catfish spooling reel,Usability
595,love dishwasher quiet hardly know good job,Product Quality
873,great quality product well built exactly supposed worth every penny,Product Quality
714,bought stowaway bike seat recommended buyer got provides good cushioning,Product Quality
969,naturist mosquito definitely problem zapper great sturdy large zapper area quite effective positive review given others helpful deciding get one proved valid,Product Quality
177,product defective customer service fantastic,Product Quality
5,quality speaker insanely good doesnt sound muddy adjusting bass happy,Product Quality
98,unable use hurt ear used total 30 min ear felt like bruised,Product Quality
377,excellent,Product Quality
19,last long stop working within year,Product Quality
97,loved,Product Quality
297,great source antioxidant good supplement help urinary tract infection use everyday im getting good result effective inexpensive totally recommended,Usability
726,fit 55 pound 6 year old daughter perfectly,Product Quality
898,much wind allowance eye make mine water riding motorcycle,Product Quality
114,really enjoy skip pause function thing would change able adjust volume speaker better stick trouble getting shower loud enough easy use ultimately happy,Product Quality
697,extremely cheap usefull,Price
138,trash returned mine 2 day pad hard uncomfortable completely plastic feel like break dont buy,Product Quality
217,broke month,Product Quality
540,decided buy dryer dont regret far work great thank much,Product Quality
405,would cool 55 degree stopped working together would recommend piece junk anyone,Product Quality
635,excellent,Product Quality
543,nice washer unfortunately leaked floor first wash think corrugated drainage tubing got damaged defective,Product Quality
922,good tool,Product Quality
412,job didnt match original gray wheel,Product Quality
977,work great openbuilds cbeam cutting aluminium used precise bit collet set ron barbara think n tinker planning get another ox little thinner bosch youd shim make new holder inventables design,Usability
769,bought save money second pair bike short waste money might well padding super tight around thigh dont stay place something skimp,Price
972,pedal get scorching hot less 10 minute use even full speed see others problem id like know wherehow replace pedal something better rotary tool great without good pedal obviously useless,Product Quality
235,love stuff using seven year,Product Quality
569,worked perfect maytag,Product Quality
914,work well,Product Quality
514,great fridge sparkling water function awesome counterlevel drawer great spot cold drink counterdepth still pretty roomy fridge freezerbr br would better ice maker located door samsung doesnt seem thatbr br little wary ordering internet came perfect condition delivery guy great,Product Quality
943,fine point tiny job perfect,Product Quality
795,good quality great seller,Product Quality
496,fit advertised make sure run couple gallon directed,Product Quality
740,excellent bike light super bright strobe visible far away like adjustable feature easily change light depending surroundings clasp secure light wiggle around biking great buy,Product Quality
273,product used past 2 year neighbor suggested 27 year old problem rls hadnt slept 1 2 hour night least 5 night week would sleep heavily restlessly 2 night sure wore began using teaspoon per day water pleasant took week sleeping ever since every night thankful neighbor suggestion passing word others cannot sleep,Usability
777,summer camp catskills made brighter sun king thanks,Product Quality
497,work get hot,Product Quality
722,work surprisingly large hole bicycle tyre cheap tube difficult patch away tool make solid repair case,Product Quality
835,careful buying vendor advertise box 12 ship one ask first orderingbr br remember one thing less 180 degree vision anything see wearing safety glass anything see either threat opportunity product block side vision world dangerous br br 180 degree vision important looking cool buy time mowing changing shape something wear protect eye bright sun lightbr br unfortunately learned late important protection isbr never go outside without new rulebr light know hardly feel thembr br allow almost unfiltered light getting eye,Usability
369,best thing moistening lip,Product Quality
205,wear time fabric cover jelly pad already broken,Product Quality
338,realize bought amount product actually quite small see color capsule primarily rice flour,Product Quality
195,good quality good price,Product Quality
517,freezer small barely room anything 20 restocking fee pay return shipping ended keeping wasnt worth losing much money return,Product Quality
322,good stuff,Product Quality
29,less expensive replacing battery back also battery fit fine,Price
229,perfect thank,Product Quality
812,needed cut ceramic tile bathroom wall didnt seem able go tile lot pressure lot time finally got job done,Product Quality
896,good price fit well,Price
819,piece tbr ph meter highly inaccurate gave wildly different reading spot potted plant garden soil dont waste time money thing,Product Quality
577,hard time keeping ice tray full lake house summer great silent making batch ice couldnt call loud either ice falling bin loud dont know going happenbr br high volume rarely ran family four summer putting ice drink,Usability
673,clean kept warm cold storongbr love dont like plastic bottlesbr recommend instead buying plastic one,Product Quality
829,like solaray much,Product Quality
612,thanks excellent seles man,Product Quality
995,excellent product easy use,Product Quality
35,appears work great used connect lg 55lb6100 tv digital optical poor speaker tv onkyo 8255 receiver rca input connected fiio usb power connect one usb port tv power tv hopefully help issue read review dying early left overheating,Usability
431,bought rental unit considering replacing hood home excellent lighting fan work well,Usability
605,nice bag another strap bottom something hold securely also doesnt say waterproof would like verify anyone wondering waterproof rained 10 minute ride entire bag saturated everything soaked,Product Quality
17,good especially notebook micro hdmi want connect computer screen,Product Quality
172,better expected,Product Quality
805,ordered husband police retirement party decorated room chair great conversation piece set tone room nicely,Product Quality
526,replacement plate,Product Quality
831,easy breath without fogging glass,Product Quality
187,problem using intended use,Usability
519,expected water flow back normal since previous filter needed replacing experienced greater flow past replacing filter increase fact might restrictive old filter overdue changed,Product Quality
202,cannot go wrong stuff use laundry carpet steamer also general cleaning kitchen bathroom 3 dog keep creme colored carpet looking new also work great deodorizer air washer buy,Product Quality
700,work great bike look good alsothey feel sturdy enough problem one got little bend shipping ill try make work bottle that5 star,Product Quality
426,awesome love,Product Quality
962,great stuff cut cleaning time 75 using flux core gel particularly helpful highly recommended,Usability
511,good item quick delivery,Shipping
865,heavy duty,Product Quality
918,worked great forgot take pocket laundry ran washer dryer still worked like came package,Product Quality
136,great sound quality price love matte finish logo great business model exceptional customer service,Product Quality
327,great buy,Aesthetic Appeal
546,work like issue far heavy simple setup note keep item spread allow airflow may get frozen food,Usability
589,never buy frigidaire bought fridge microwave ovenbr br two month old oven light diedbr br 2 year microwave door handle broke must tell rarely use microwave boil water coffee cant fixedbr couple month plastic glass gotten wierd like blotchy lookingbr br fridge used buy purified ice put freezer year getting fridge ro system installed technician set ro water ice maker 3 month later ice maker died kidding would never encourage anyone buy brand good money thrown away,Product Quality
939,great power pack large fit case attached drill,Aesthetic Appeal
191,cord shorter would liked 3 ft product shipped quickly coming china work fine,Shipping
711,worked perfectly,Usability
113,advertised,Aesthetic Appeal
846,product good expensive,Price
26,excellent sound good price ear pad less expensive nonbreathable plastic durable theyre somewhat uncomfortable wearing 12 hour sittingbr br sony headphone comfortable last longer think sound monoprice headphone slightly better grandpa said 34you pay money take choice34 asinb000092ypr sony mdrv150 monitor series headphonesbr br 1846 punch 34the ministerial crisis34br 1884 huckleberry finn mark twainbr br thanks new york timesbr language pay yer moneybr william safirebr published february 28 1988,Product Quality
485,disappointing like another reviewer said constantly tear thing apart stop draining unclog filter sure quarter sock undies manage even get huge pain as 3rd time 2 12 year unclog realize pump burned oh door leak since day one course repair men say whatever avoid actually fixing needless say 3 visit washer still broken warranty garbage,Product Quality
451,leak water door carpet sits remains wet,Product Quality
602,3rd season using fill water immediately drain air dry every hike experienced altered taste smell simple care use nalgene flavored water alcoholbr best fill pack first ease overnight pack still slide full pack ive issue suctionwater flow osprey changed tube size 1434 good thing fit quick change valve mine cut allow direct input water pumpbr br knock cap youre going issue question twist cap becomes stuck making hold blue plastic clip order securely twist cap place ive found using olive oil vegetable oil qtip lubricate cap grey blue part work well probably avoid synthetic lubricant like wd40 unless youre feeling adventurous okay water smelling like car last oil change old reservoir better cap old one highly reliablebr overall good would 5star better reliable cap id prefer take cautious lubricating measure every time go overnight tripsbr br resevoirs water filtration device proper care necessary take 3 minute pull pack immediately drain insert paper towel hang dry unless course prefer old musty scent expect better though osprey regard cap considering im one deal issue,Product Quality
119,bought 10 day ago relatively easy hook autocalibration took try get right pleased outcome sound fantastic really enhanced viewing experience new sony 4k 7034 televisionbr br today died watching band brother halfway episode 3 sound died troubleshooting advanced degree electrical engineering called sony support ran step escalated another department hold 40 minute line kicked said office trying reach closed daybr br 10 day three thousand dollar investment sony watching football game sound type thisbr br receiver poor product support line awfulbr br happy,Customer Service
251,ive stopped taking acetaminophen ibuprofen reported side effect im happy white willow bark working great pain reliever,Product Quality
313,bounce always valuable item home use dresser storage container house blanket sheet,Usability
736,really enjoyed design carrying item bag prof uncomfortable experience trying one day clear strap made hauling every day item ie work laptop plug spread shoulder make difficult walk carry expressing desire return bag seller accommodating really didnt care wasnt working situation bottom line design nice beware try realize great bag stuck,Aesthetic Appeal
139,pretty good sound would fit bike requires handlebar straight least length speaker didnt want bend cheaplooking clip much either however reason returned refused charge box plugged sounded rather nice thats kind pointless bike speaker,Usability
290,work gave diarrhea,Usability
490,love look great kitchen function well,Aesthetic Appeal
146,great iphone cable earbuds plug,Usability
851,work expected,Usability
713,good product easy use great size store bug bag money great insurance policy,Usability
642,easy fit comfortable,Usability
2,work pissa,Usability
346,one best nervine herb ive ever used,Product Quality
242,never thought would one buy fitbit wanted one young person didnt wearable piece technology found fitbit charge hr half price rei garage sale couldnt pas someone avid cyclist exercise junky used little watch expected useful tool health workout cannot seem live without track sleep show awakerestless throughout night give goal good night sleep like count step day including ride super helpful issue found fitbit far minor trouble syncing computer phone reset fitbit syncs right back system best part reset function restarts fitbit data,Aesthetic Appeal
391,product worked great felt alot energy product workout towards end started get headache taking couple time got headache 2030 minute taking sure caused give product friend,Product Quality
787,work perfect fast,Product Quality
842,amazing productbr make sure dont get finger lol,Product Quality
318,good,Product Quality
913,easy use,Usability
500,work perfect ge spacesaver ii microwave first thought would big hang microwave 1434 door microwave account,Product Quality
118,expensive reception great 10 antenna job,Price
339,wish didnt need stable fit well shower,Usability
485,disappointing like another reviewer said constantly tear thing apart stop draining unclog filter sure quarter sock undies manage even get huge pain as 3rd time 2 12 year unclog realize pump burned oh door leak since day one course repair men say whatever avoid actually fixing needless say 3 visit washer still broken warranty garbage,Product Quality
336,asinb008b9hvyk calming synergy blend essential oil 10 ml lemongrass sweet orange ylang ylangbr br researching essential oil four month reading ton link blog regarding best oil cannot believe terrible comment seen written woman company turned independent representative bashing competition turned amazon found company hadnt read anything ordered three oil calming synergy blend one far love oil ordered compared company oil speaking eden garden love,Product Quality
665,item awesome hold temp well plan traveling long period timebr br overallbr design awesomebr handle tight around body big handsknuckles touchrub body holding problem thoughbr keep temperature goodbr quick rinse easy put sink brush minor scrubbingbr wide spout easy fillpourbr able unlock lid pour one hand may take couple attempt get technique downbr lid lock goodtightbr durable buildbr government label bottom see local growler fill rulesstate lawsbr complaint growlerbr br quick test note may 100 accurate give anyone reading ideabr poured 5 12oz beer left growler hour room temp exposed direct sunlight drank drink stayed cold first poured leave left beer overnight see held growler downside next morning noticed beer start go flat understand would happen wanted see would hold noting surprising personally would recommend longer 24 hour pinch probably drink five beer time anyways beer start go flat recommended average time growler max 36 hoursbr growler highly recommend easy hold filled easy pour designed drink directly spout,Product Quality
362,always work,Usability
690,came expected date delivery everything box describe satisifed,Shipping
885,bad struggle wheel nut tightened unit quite heavy overall nice addition tool kit using every day would prefer power wheel nut,Product Quality
51,bought year ago active traveler held pretty well comfortable long flight still 100 noise cancellation,Product Quality
789,bottle great every day use also great customer service skill helping cap issue amazing experience love water vault great ordered 2 bottle future use gift love thank youwater vault,Customer Service
762,took towel camping road trip really needed perform ever quick drying absorbent even toweldries long hair something towel issue snap hanging loop came apart fell towel one day loop sewn prevent happening said love towel anyway would totally buy,Product Quality
387,bought fusee neighbor really like,Product Quality
562,work fine matter see long truly lastbr difficult place adapter onto top required ge refrigerator true class filter even original equipment filter,Product Quality
311,work great take ever go always support back ordered second one one home keep travel really dont need put lot air support pleased result,Usability
77,watched video install youtube easy,Usability
651,ok valve bit difficult open job,Product Quality
300,taken probiotic year changing one another bought cheaper id taking theybr seem well others taken probiotic helped much chronic inflammation infection colonbr small intestine try miss day taking,Product Quality
465,quiet seem like 1000 watt power,Product Quality
162,worst test got since arrived latei charge within 4 hour charge time tested ok next day malfunctionstop working till nowso garbage,Product Quality
685,great item service,Customer Service
442,sometimes come overall fine,Product Quality
826,easy work home flood prevention thank youasinb00035i4tq watercop wireless flood sensor 2 probe wh200,Product Quality
727,ok bag came delivered day earlier stated thank yah amazon damn live nat forest swamp travel 100 mile round trip git store mo amazon delivers door better price discovered amazon later life sadly lolbr bag well made solid construction lot compartment pistol compartment rug tossed room everything yah need rangebr old bag going love one,Shipping
877,arent comfortable pair safety look best pair thats get worn somebr br however press temple comfortable around nose addition easy scratchbr br would avoid unless really love look,Aesthetic Appeal
90,sorry cable worked week broke ordered others result fault thinking thing would change thought gotten bad set rulenot exception ill try expensives one bose,Product Quality
41,great pair headphone price youve ever taken overnight flight trouble sleeping ambient noise amazing little noise reduction use headphone without even plugging noise reduction hand sound pretty good well found phone comfortable enough wear several hour straight good investment peace quiet,Price
100,speaker worked great 5 month periodic use would power omaker sent new speaker free charge,Product Quality
290,work gave diarrhea,Product Quality
90,sorry cable worked week broke ordered others result fault thinking thing would change thought gotten bad set rulenot exception ill try expensives one bose,Product Quality
46,cheap good,Price
246,product everything say experienced significant improvement everytime use drawback price although priced much lower brain wonder supplement still high budget even though would like use every day possiblebr cris willis,Product Quality
718,great assist oldster general walker use almost every time walk outdoors,Usability
900,worth cost use dewalt right angle attachment,Product Quality
127,ordered hookup backup camera thing different connector end one end hook ok find rca male male adapter make end right sure thought ok difference one end,Usability
646,good bike oddly shaped frame friendly car carrier bike also heavy two thing nice,Usability
65,solid product complaint,Aesthetic Appeal
285,great love thankspt,Product Quality
539,freezer lot space inside take lot time cool,Product Quality
441,awesome,Aesthetic Appeal
685,great item service,Product Quality
536,love well natural deodorizer work would recommend anyone looking eliminate unpleasant smell skunk wet dog recently used bathroom really trick,Product Quality
919,good,Aesthetic Appeal
591,really sure thing bought say im impressed little small need washed fit really good job,Product Quality
890,great light compact fit shirt pocket usb charging quick easy there need special chargeruse use device also brightest light ive ever owned one colleague flashlight envy 34slight34 isnt nearly bright twice size price definitely must,Product Quality
677,best bottle keeping ice water icyovernight bonus sweating,Usability
911,perfect,Aesthetic Appeal
285,great love thankspt,Aesthetic Appeal
477,work great,Product Quality
927,quick delivery described,Shipping
527,loved installed easily leak remember purge hand remove impurity air filter pay hefty ge price even ge compatible nfsansi 56 waterfall filter meet nfsansi 42 56 county water company many time meet even stringent health standard 56 worry purchase filter cheer amp good drinking,Product Quality
936,work great enables use 1234 ridgid sliding miter saw without sawdust blowing everywhere however took call mfgr find attach table trip hdwe store nut bolt get done mfgr little research provide graphic instruction attaching major miter saw table brand along hood still give five star work fine save lot cleanup time shop,Product Quality
746,great snorkeling gear well made fit size,Usability
402,part exactly needed saved purchasing,Product Quality
739,love,Product Quality
226,ph test strip,Product Quality
690,came expected date delivery everything box describe satisifed,Shipping
446,note chill low 51 degree probably would bought another model realized like white wine mid40s however function well nice looking refrigerator dont find loud like reviewer maybe depends surface sits also note fit slim bottle wine anything bit larger circumference bottom fit space,Product Quality
719,workks well,Product Quality
885,bad struggle wheel nut tightened unit quite heavy overall nice addition tool kit using every day would prefer power wheel nut,Product Quality
277,doesnt work brand new wont start ive changed battery followed instruction wont start allever,Usability
241,55 ive used different razor three four five blade electric electric use shower 34goo34 dispenser disposable even disposable country decided try old school safety razor gotta tell pretty darn good requires little caution nice sharp 34feather34brand blade great shave weishi fit nice hand good balance right weight cleaning much better multiblades nothing get stuck blade open really wash inside guess sometimes old new tried true better newfangled ill probably keep harrys traveling new standard bathroom,Product Quality
265,nsntnttnxgntttn,Product Quality
42,help problem,Usability
513,still trying get used,Aesthetic Appeal
319,come expect fast result brand product continue using hoping noticeably result,Product Quality
189,great battery highly recommend,Product Quality
389,finest wheat grass around package awesome definitely love rezip bag even better need cool dry place opening ya know sometimes put freezer well didnt find anywhere said could also like doesnt expire month opening help want let know wheat grass strong taste love put smoothy smoothie help mask taste put omelet thats go abort missionbr overall loved also make smoothy daughter great way incorporate veggie life forewarn veggie make go bathroom beware first sart using product may poop l little extra,Usability
991,product advertised arrived timely manner,Shipping
802,excited order due stanley name sent back seeing quality poor example needle nose plier even touch get good grip wire cutter could cut wire due sizable gap snippers disappointed,Product Quality
890,great light compact fit shirt pocket usb charging quick easy there need special chargeruse use device also brightest light ive ever owned one colleague flashlight envy 34slight34 isnt nearly bright twice size price definitely must,Product Quality
490,love look great kitchen function well,Aesthetic Appeal
626,really like packaging microfiber towel pouch 2 drawstring close there small cloth wiping sweat larger towel yoga larger mat non slip wet dry quickly like wash ab let air dry pink really pretty material kindof thinner thought still get job done also getting towel back pouch wasnt easy refold time get fit overall im happy purchase received product discounted price exchange honest review,Product Quality
989,one best tool proper ar upper assembly work dont build ar without one,Product Quality
791,favorite sunblock smell great work well burn easy apply,Product Quality
946,good,Aesthetic Appeal
85,nice sound – small bluetooth speaker syncs easily ipad good clear sound decent bass sound great talk radio station nice little unit price,Product Quality
587,excellent strong would recommend,Product Quality
641,love cycling keeping neck warm regular clothes last long time using two year theyre going regular part wardrobe fall winter,Usability
85,nice sound – small bluetooth speaker syncs easily ipad good clear sound decent bass sound great talk radio station nice little unit price,Product Quality
111,use time work great battery last long time great sound,Product Quality
841,great bought two one toolbox one keep truck,Product Quality
518,worked great however absolutely instruction color coded researched 3 day figure one went,Product Quality
987,worked couple really stuck stud slipped aside couple worked well,Product Quality
109,rather small guess read description better wouldve noticed,Product Quality
561,great fun family easy make 1 want dash 30 minute jolly rancher life saver floss sugar work great,Usability
232,great time unfortunately ive discovered also causing breakout sure ingredient causing soon gave taking multivitamin breakout completely stopped bummer,Product Quality
720,cute retro bike,Aesthetic Appeal
406,work awesome apt size 110 dryer handle load apt size washer fine take longer dry electric cost saving full size 220 worth time add much humidity unless lint filter full,Usability
833,receive glove free would hesitate pay full price comfortable use truly functional importantly glove keep slicing precious skin finger highly recommend product,Usability
404,running store ice work perfectly,Usability
868,perfect bugout bag love,Usability
994,use sorting electronics part tool motor 3d printer part super useful keep coming back keep material prototyping organizedbr br even 3d print custom insert case need special sized compartment specific thing want store,Usability
22,good product took week receive,Shipping
301,carpal tunnel syndrome ive release surgery done either way giving anyone massage painful experience left feeling guilty whenever husband would complain back pain couldnt much helpbr br found little guybr super easy grip slide great clothes wasting lotion best hand pain giving decent massage husband finally take turn massaging massaging something he learning appreciatebr great sore back shoulder neck calf ergonomic light weightbr definitely recommend buying,Usability
456,work fine came box dented several place pretty quiet get nice cold door seal well lot room inside great choice putting desk work dont expect pretty,Product Quality
590,dont understand leaking water inside wish little bit bigger colder good soda,Product Quality
827,work great,Usability
144,like,Usability
604,bad quality clip broken arrived plastic top thin u squeeze easily shipping took forever overall wouldnt buy buyer,Product Quality
