Review Number,Review Text,Label
618,This is the best item I  have purchased for camping. I was recently camping for 2 weeks and this shower was perfect. It allowed me to take a hot shower everyday. I charged it once or twice when I used my car. When charged the pump work well. It never died on me. Some people said it didn't hold a charge. WRONG!!! When I got home a put it in a pot of water to discharge it and it ran for almost 20 minutes.<br />When camping  I never took a 20 minute shower but several 5-6 minute showers almost daily. I definitely recommend this item for all campers.,Usability
678,Fit my fitbit perfectly and gave me more variety and fun choices. The clips worked well. The material is a little less comfortable than the original band but nothing too big of a deal. just a firmer material.,Product Quality
936,Works great  enables me to use my 12&#34; Ridgid sliding miter saw without sawdust blowing everywhere. However  it took a call to the mfg'r to find out how this should attach to the table and a trip to the hdwe store for more nuts and bolts to get it done. The mfg'r should do a little research and provide graphics and instructions for attaching to the major miter saw table brands along with the hood. I still give it five stars because it works just fine and saves me a lot of cleanup time in my shop.,Product Quality
384,It's okay and better made than the Medline Wrap although isn't a stable support for hard working hands.I decided to keep it for &#34;round the house&#34;but decided to order the Mueller Fitted Brace for work to help with the carpel tunnel.,Product Quality
985,Part was missing. falls over even when empty. Pay more  get better quality.,Product Quality
117,Bought Dec 6  2014 and worked great until today... Now  the charger no longer charges and will not power the unit with the battery slide switch in OFF position. Checked the charger with a Volt Meter to be at 12.5 Vdc even with a 10 Ohm power resistor connected to it. Which means that the problem is in the Max A34. Not very easy to take apart as everything is glued with a soft glue gun. Now it is an expensive paper weight. Doubt 1 year warranty is worth anything  but will look into it. Cannot recommend this product based on this experience.,Product Quality
18,It does not copy CD-R s to USB as advertised. My CD's were recorded on a Sony machine and properly finalized. They copy on other machines.<br />It repeatedly shows &#34;copy protected wait&#34;.<br />None of my CD-R s are copy protected. I do want a machine that will copy my CD-R collection to USB.,Usability
165,When I bought this speaker  I had one request.... I want to be able to wake up to the music of the Harry Potter Intro in mp3 with a soft wake up (volume gradually going up (which I emulated in audacity)).... Which I recommend to anyone with a relative light sleep  it really is magical.<br /><br />Anyway...the mp3 alarm is not reliable... worked fine for 3 days then doesn't start<br />I don't know if it's related to the way you previously stopped the music....unclear....<br />The screen is also way too bright (and quite small) to be used as a clock in a dark room (I put papers on top to soften it a little bit)<br /><br />I tried all buttons and buttons combinations to fix my alarm problem and nothing worked....<br />only unplug  turning off  turning back on fixed it....for one day....,Product Quality
500,This works perfect for our GE Spacesaver II microwave!  At first I thought it would be too big because it hangs out of the microwave 1/4&#34; or so but the door of the microwave accounts for that.,Product Quality
319,I have come to expect very fast results from this brand not with this product will continue using hoping for noticeably results.,Product Quality
797,Use it for my short runs  it is perfect!!,Usability
78,I was very dissapointed with the quality of the headphones they sound very low the battery dies in less then 2 hours which I find ironic because they are not even loud. The range from your phone to the actual headset is probably only like 2 feet because it disconnects everytime I got my phone in my pocket all around upset about the product especially for this price I could've bought any one of the 30 or 40 dollar headphone and it probably would've been the same or better,Product Quality
184,It's only been in use for a few weeks but so far it works fine. It was well priced and arrived promptly.,Price
32,Excelent purchase.  I recomendm it.,Usability
143,this fits exactly i expectede.,Product Quality
170,My wife loves her new head phones.,Product Quality
62,Item as described   fast delivery,Usability
925,Great product.,Product Quality
698,Don't let the sheets sit empty after you purchase them. We bought a bunch of sheets for 2 homes. At one home we let them sit unfilled for a couple of years and they no longer will fill completely. No matter how much squeezing we did in warm water  they won't fill. Apparently there's a shelf life to the permeable layer.<br /><br />Otherwise  great product.,Product Quality
547,Great.....,Product Quality
840,I have four other brands  This is the best.,Product Quality
504,worked,Usability
974,GOOD TOOLS,Product Quality
784,Whilst bright  it doesn't seem 4x brighter than my EA4 but does have much improved run time.,Product Quality
215,Worked Great!!  Very durable - used for over a month while my foot was healing from surgers,Product Quality
656,Extremely bright lamp. Great for camping  power outages  looking at finite detail work  or other unlit situations. Recommended!,Product Quality
556,I am a student in family housing. This little dryer has saved me so much time by not having to use the laundry facilities nearby. It works great. The loads can't be too big  but that isn't a problem. I can get most of the clothes for me and my two boys done in just two loads per one load of wash.,Usability
696,thanks for the tent!.  we have been using it every day at the beach this week in the outer banks of nc.  super easy to set up and take down.  i taught my wife how to do it in 2 mins.<br /><br />we took it as checked baggage all the way from san francisco.  it holds up well in the wind (even with the opening facing directly into 15mph with the sand bags filled).  super easy to put over your shoulder<br /><br />great for us who walk to the beach in the sf bay area with small kids...,Usability
255,Love these gloves,Product Quality
615,This is a fine mount  but the garmin mount doesn't fit any Garmin I have even with the available adapters. The straw sticks up in the air  costing some aero energy  but you can stick some Velcro on the frame and around the straw and push it down. There's probably a less expensive solution to a BTA hydration system  but this is easy to install and convenient and lightweight.,Product Quality
968,Deadly and useful. Come on Zombies!!,Usability
127,Ordered to hookup a backup camera. This thing has different connectors on each end. I had one end hook up OK but had to find and RCA male to male adapter to make the other end right. I am not sure why they thought it was OK with differences from one end to the other.,Usability
94,Works great!,Usability
202,You cannot go wrong with this stuff. I use it in my laundry & my carpet steamer and also just for general cleaning in my kitchen and bathroom. I have 3 dogs and this keeps my creme colored carpets looking new. Also works great as a deodorizer in my air washer. Buy it!,Product Quality
144,I like it,Usability
409,It works as advertised  but has poor insulation in the top. Like the 3rd shelf  it comes in handy for small/short items.,Product Quality
314,They've really improved the look of these old stand-bys and the flip cap is better. My old one cracked along the lid after many years and that's pretty common with these. I'd like to see that improved but for the price I can't complain too much.,Price
882,No review everthing was as promised,Usability
30,Works great  I wound up pairing this with a Sonos Connect  so I didn't have to buy the Connect.Amp.  Puts out enough sound and works amazingly.,Product Quality
173,good product good seller,Product Quality
559,Truly a great cook top.,Usability
828,These worked very well for my hardwood floor project. they are comfortable and stay in place. Wore them with both long and short pants.,Usability
509,Easy replacement,Usability
218,I think the prescription is not as advertised.,Usability
572,Love it!!,Usability
86,Battery is much improved from earlier models.,Product Quality
440,Perfect,Product Quality
279,Love it  thank you.would l love top try new things out like this.,Product Quality
10,Alll good,Usability
520,I love this range! I wish it had a self cleaning oven but the continuous cleaning feature does work. It has real cast iron grates witch is a big plus  The igniter feature works more like a grill  it takes some getting use to but it performs well. I have had this range for about 2 years now and I am still happy with this purchase. It fits well into my tiny craftsman bungalow kitchen.,Usability
105,The turntable do not work correctly.  It was dragging!  Otherwise  the sound and other features worked well!!,Usability
23,Makes a difference right out of the box. I have 4 mini usb's. One apple old<br />and one apple new style. I plugged this in and keep it hidden away with all<br />of my bluetooth speakers  headphones etc. Fantastic way to keep things<br />charged .....QUICKLY.. and out of place and organized. I like it first for making<br />me organize everything in place ..even though the super fast charge is a<br />definite plus. Comes with sticky tape to hold into place ...so it doesn't move<br />around on shelf. Very happy with purchase.,Product Quality
369,Best things for your moistening your lips.,Product Quality
31,Excellent product  performs as advertised.  Receive  read instructions  connect to your audio system with included cables  sync to your Bluetooth device (iPhone 4S)  play music  enjoy!  Thank you  enough said.,Usability
64,did not support my xm radio it does not produce 12 v dc more like 8.5 v dc. they also have a no return policy go figure.,Customer Service
326,Only brand i can find without soy or soy based products,Product Quality
851,Works as expected.,Usability
126,great,Product Quality
769,I bought these to save money on a second pair of bike shorts. This was a waste of money  there might as well be no padding in these. They are super tight around the thighs and don't stay in place. This is just not something you can skimp on.,Price
558,Filter works just great with my fridge. Thanks for the prompt delivery too!!!😀,Product Quality
635,Excellent.,Product Quality
338,I did not realize when I bought this that the amount of product in it is actually quite small and you can see from the color of the capsule that it is primarily rice flour.,Product Quality
677,These are the BEST bottles for keeping ice water icy...overnight! Bonus: NO sweating!!,Usability
253,It is amaizing. Took a little while to get here but It is worth It,Usability
969,For a naturist  mosquitos are definitely a problem! This zapper is great - sturdy  large zapper area is quite effective. The positive reviews given by others were very helpful in deciding to get this one  and proved valid.,Usability
893,Great bit! Effortlessly drilled through hardened steel  and should be good for several more uses.,Usability
505,I like it alot!<br /><br />Be wary though.. The old filter restricted water flow because it was clogged with sediment. This new filter might actually allow you to taste the water.,Product Quality
323,All Though the pills smell bad they are doing a good job,Usability
468,Works & fits great in my Kenmore side by side.,Product Quality
681,What can I say...Great product that's why I bought 2.,Product Quality
445,I rarely do reviews  but wanted to let people know about the deceptive marketing on this dishwasher.  We did a remodel and due to space constraints needed an 18 inch dishwasher.  We replaced a Kenmore dishwasher rated at 50 db.  The Bosch sounds like a freight train in our kitchen compared to the Kenmore.  We couldn't tell the Kenmore was on  but with the Bosch we can't run it when we are home.  It drowns out the TV and forget about getting any sleep when it is running (the bedroom is on one side of the kitchen and the living room on the other).  Whoever rated this at 46 db must be hard of hearing.<br /><br />The plus side is that it has great features and cleans well.  The only other negative is that door doesn't let you prop it open.  I like to open it a couple inches after it is done to let the dishes dry thoroughly.  The Kenmore would stay in any partially open position  but the Bosch is basically full open or closed and there is no way to adjust the tension on the spring to operate the door.,Product Quality
44,Great mounts worked perfectly for my surround sound. ....a must buy,Usability
667,They work pretty good as along as my son doesn't pull them off.  Very good for him when out in the sun.,Usability
790,I've been using jockstraps and thought I'd give this a go.  Works great.  Pricy.  But they fit and feel nice.,Price
895,The latch and connector don't seat well. You still have to hold the hose against the valve stem.,Product Quality
51,Bought these a year ago and being an active traveler they have held up pretty well. Comfortable for long flights and still have 100% noise cancellation,Product Quality
690,Came in on the expected date for delivery and everything was in the box as describe.  Very satisifed,Shipping
225,the wedge itself is great.. however for me  it was to high.. I kept rolling off of it.. since the 12&#34; I have purchased the 7&#34; which for me work much better. depending on the person and what height they want  these wedges are great!,Usability
639,We have two of these.  One went for a swim in a river.  We bought another one.  My son drinks a lot of water so he carries one of these with him every day all day.  Well  I carry it.  He drinks out of it. Just be careful if they sleep with it  know that it does leak.  All.  Night.  Long.,Product Quality
244,Very awesome product !! Very useful!! My package was delivered on time.,Product Quality
265,nsntnttnxgntttn,Product Quality
867,Work great  great price,Usability
212,Not nearly as good as Kal,Product Quality
726,fits my 55 pound 6 year old daughter perfectly!,Product Quality
524,Fits my whirlpool model ED5VHEXTBO1. You have to run two or three gallons out to clean the carbon dust out  and to clear the burps and spudders out of the water line. Last 6-months.,Product Quality
443,works great!!!!!!,Usability
532,works great  and it's super quiet.,Usability
724,I haven't used it outside yet  but the bag is really nice. It lofts very quickly and is very comfortable. The price was awesome and it arrived right away!,Product Quality
682,It's thin and lightweight  but too expensive for me. Also  the material is TOO THIN in my opinion. The silk is so smooth though.,Price
45,I LOVE THESE HEADPHONES! I am totally satisfied with the sound and the fact that they stay in my ears! They are great...and I love the color of course. :),Product Quality
977,Works great on my OpenBuilds C-Beam cutting aluminium  used the precise bits collet set from ron and barbara at think n tinker. Planning to get another for my OX. Its a little thinner than the bosch so you'd have to shim it or make a new holder. Inventables has a design,Usability
80,Exactly as described. The sleeves have helped to &#34;tidy up&#34; by work space. Thanks!,Usability
744,Bought this for my dad. He is very pleased with it  especially the ability to focus the light. It allows you to see for quite a distance. After seeing how the light works  would definitely consider buying more of these to have on hand around the house  in the car  camper  etc.,Usability
65,Solid product no complaints.,Aesthetic Appeal
511,Very good item. Quick delivery.,Shipping
312,working good after one year using it.,Product Quality
773,the originals. (right? or was that croakies?) Anyway - these are really great  and fit my Oakley gascans well. they slip on the larger frames easily  and stay stuck on really well. The strap is really comfortable  and roomy enough to hang down out of the way when you slip your glasses off. they are seemingly very durable and well made  and I expect to have these for many years to come.,Usability
668,Awesome helmet for my son.  He says it's the most 'comfortable' helmet he's ever tried.  Has a front visor  looks cool  can take a good beating and fits a little kid with a larger than average head.,Product Quality
346,one of the best nervine herbs I've ever used,Usability
956,Glad to have it. Hope to never have to use it,Usability
694,This headlamp certainly does what I need it to.  I work on wind turbines for a living  and the low setting is great for most times when I need light in a dark area/cabinet/junction box  etc. The dial is much easier and faster to operate than a push button  especially when wearing gloves.  It also comes with a clip that's compatible with Petzl hard hats (which we use)  so there's no need to buy an extra headband (or headlamp for that matter).  I can slide this one off my hard hat and onto the soft headband that came with it and get right to work. After pivoting  the light stays secure in that position  and it's ruggedly built. If you use it frequently  it does have a tendency to eat batteries - energizer ultimate lithiums lasted about 2.5 - 3 days of almost continual use.  Other than that  I'm loving this headlamp.,Usability
191,While cord was shorter than I would have liked (3 ft.)  The product shipped quickly for coming from China and works fine.,Shipping
959,I have tried less expensive aka cheaper augers. They al were a waste of time and money. Ridgid is well designed and does the job. Do't waste your money on the cheapies it will cost you more in the long run.,Product Quality
582,Awesome product can't wait till my new kitchen is all done .,Product Quality
276,Great stuff  be sure to follow the directions for best results!,Usability
997,should have bought this years ago.  Keeps bikes orderly instead of leaning up against each other in garage.<br />perfect.,Usability
425,Unit does not keep wine below 50 degrees  ever. Look at another product.,Usability
913,Easy to use,Usability
712,Terrific!,Product Quality
923,Worked wonderfully in daughter's dorm where regular picture hooks are forbidden.  Will buy again!,Product Quality
284,Super cute packaging  smells amazing  I love it!,Aesthetic Appeal
417,My wife is looking for a alkaline water machine and she told about this 4000+ machine.I doing a research online and gladly find this  M9. I call them right away and give me a good discount  and upgraded my system with no extra cost.As soon my M9 arrive it is very easy to install.I did a water test and the quality of the product exceed my expectation.I was very happy on my first M9.,Customer Service
341,Great! It helps my daughter from to pay and she appreciates them for the boys!,Usability
682,It's thin and lightweight  but too expensive for me. Also  the material is TOO THIN in my opinion. The silk is so smooth though.,Product Quality
880,Love it!,Product Quality
573,Awesome,Product Quality
624,used it once and it worked fine. the next time I went to use it  it wouldn't charge. at all. completely broken and will have to be trashed. only has a 30 day return policy so it's a waste. do not recommend.,Usability
101,First off  I bought this product on sale for $25 off of Amazon. What a great deal  this bluetooth speaker is LOUD! It's got fair bass levels for the size and price point. Both front and back of the device emit sound  though front is louder. I think this gives it better quality and more range. I use this out by the pool and plan on using for fishing trips and tailgates. The only reason i did not give it 5 stars  when pressing the volume +/- the music stops for a &#34;boop&#34; noise. Also  when powering on  changing modes  or pairing a device  the speaker plays a womens voice that sounds almost comical. It's a little goofy  but at this price point who cares. This speaker is comparable to high end units of the same size  with just slightly less bass.<br /><br />Thanks Amazon!,Usability
480,Great deal aaaa+,Price
564,Perfect replacement for our GE fridge.,Usability
16,works as advertised.... nothing else to really say about it,Product Quality
344,I thought I would give this a try after using ReJuvenate. I have high hopes for this one.,Usability
460,Honestly I would just wash the clothes by hand faster and easier.,Usability
96,The only batteries I buy for my DSLR Cameras.,Product Quality
623,Perfect  easy to install. Fits my toddlers bike perfectly.,Usability
18,It does not copy CD-R s to USB as advertised. My CD's were recorded on a Sony machine and properly finalized. They copy on other machines.<br />It repeatedly shows &#34;copy protected wait&#34;.<br />None of my CD-R s are copy protected. I do want a machine that will copy my CD-R collection to USB.,Usability
965,nothing to really say about this tool it does the job,Usability
761,Great paddle at an unbeatable price.  Very well made  and super light  as advertised.  easily adjustable and will become a favorite very quickly.  Superior customer service and quick response to questions  etc  if you ever need assistance.  Would highly recommend anyone considering upgrading their aluminium paddle to going with one of these!,Price
427,The dryer for this stackable unit destroys clothes.  A loose button is found almost every time buttoned up shirts go in the dryer.  The vent holes to the lint trap are very large  and just the right size for buttons to be lodge in to be ripped off.  I have had buttons destroyed and holes ripped open when the buttons get ripped off.  All they need to do is design a replacement piece and I will get to keep my buttons.,Usability
987,It worked on all but a couple of really stuck studs  then it slipped  but aside from those couple it worked well,Product Quality
368,I previously gave this a mediocre review  because it seemed to give me a stomach ache when I made a carrot cake with it. I continued to use it though in smaller amounts. I haven't had the problem since  and it may just be that I at way too much all at once (frosting  etc.)  or else it was the combined ingredients of the cake I ate. I love this stuff. It's so much like sugar and even has the mouth-feel of sugar. I always feel like I'm cheating when I eat it  but I don't get any weight gain or blood sugar surges. I love stevia too  but it's only good in certain things. Swerve is great in everything. I've served it to people without telling them it wasn't sugar  and no one knew the difference. About to order more now. Yum! :P<br /><br />PREVIOUS REVIEW:<br />Love the taste of this stuff  and it would probably be ok in small amounts  but after making a frosted carrot cake using Swerve  I found then it caused quite a bit of nausea. The feeling is similar to what it feels like when you eat way too much sugar. Yet when I tested my blood sugar  it hadn't gone up. Both my boyfriend and I experienced this on both occasions after eating a piece of cake made with this sweetener. The cake taste great  but I won't be buying this again.,Product Quality
915,Work great  great price,Product Quality
853,Bought my box from Jaxvapesupply  was delivered in a timely manner  customer service when contacting the seller was great.<br /><br />If anyone is on the fence about buying this  I would recommend it over and again  build quality on mine is good  everything works  just remember you have to buy batteries ( I would recommend samsung 18650's ),Shipping
55,Enjoy crystal clear clarity sound with this product!  Super great quality! Highly recommended! Would make a perfect gift for anyone or for yourself!!,Product Quality
398,Works great... I am feeling the positive effects!,Usability
344,I thought I would give this a try after using ReJuvenate. I have high hopes for this one.,Usability
128,Use this everyday at work..  Great noise cancellation.  Wonderful product.,Product Quality
587,Excellent and strong and I would recommend it,Product Quality
666,Leaks like a sieve at the mouthpiece. I held out for this one over some cheap numbers they were selling at the local big box hardware store  thinking this one was the real deal. Didn't quite pan out...and who's gonna mail a jug back?,Product Quality
780,Great fit  lightweight  and keeps the bugs away.,Usability
146,great for iPhone cable  earbuds and plug.,Product Quality
841,These are great! I bought two; one for my toolbox and one to keep in my truck.,Product Quality
810,This little sander really worked great.  I was a little concerned because when I turn it on you can see sparks through the air vent holes in the handle.  I was thinking it might be defective  but it kept working fine sanding the parameter of an entire bedroom hardwood floor.  The electric motor brushes must need to break in?  Gave it 4 stars because of the sparks.  With the sparks I will keep it away for anything potentially combustible (IE boat bilge or oil based paints) without a lot of ventilation.  I hooked it up to my shop vac so dust was minimized.,Usability
911,Perfect,Aesthetic Appeal
772,Great design and perfect size for everyday use.,Product Quality
345,Great product. Great value,Usability
476,The part did not match the part for my stove even though I used the model #.,Usability
182,I appreciate my speaker  it's loud and clear,Product Quality
91,The sound quality is unbeatable.  I can't handle turning the volume as high as it can go  it is really a great system for any size room,Product Quality
485,So disappointing. Like another reviewer said  you constantly have to tear this thing apart when it stops draining  to unclog the filter. Now sure how quarterS and socks and undies manage to even get in there  but it's a huge pain in the ass!! 3rd time in 2 1/2 years that I had to unclog it only to realize the pump burned out! Oh and the door has had a leak since day one but of course  the repair men say whatever they can to avoid actually fixing it. Needless to say  after 3 visits from them  washer is still broken and out of warranty. GARBAGE!,Product Quality
26,Excellent sound. Good price. Ear pads are less expensive and non-breathable plastic and not very durable and they're somewhat uncomfortable when wearing over 1/2 hour at a sitting.<br /><br />These Sony headphones are comfortable and will last longer  but I think the sound of the monoprice headphones is slightly better. As grandpa said  &#34;You pays your money and you takes your choice.&#34;*  [[ASIN:B000092YPR Sony MDR-V150 Monitor Series Headphones]]<br /><br />1846 Punch  &#34;The Ministerial Crisis&#34;<br />1884 Huckleberry Finn (Mark Twain)<br /><br />*Thanks to the New York Times<br />ON LANGUAGE; You Pays Yer Money<br />By WILLIAM SAFIRE<br />Published: February 28  1988,Product Quality
273,This  product I have used for the past 2 years when a neighbor suggested it for a 27 year old problem I had with RLS.  I hadn't slept but 1 - 2 hours a night at least 5 nights a week and then would sleep heavily  and restlessly for 2 nights.  It sure wore me  down.  When I began using this at only a teaspoon per day in water (it is pleasant) it only  took about a week or so and I have been sleeping ever since - every night.  So very thankful for that neighbor's suggestion.  I am passing on the word to others  who cannot sleep.,Usability
860,Useful little items to have around. Mine came with clips  but they got lost in no time. The ruler itself still has a variety of divisions of inches/cm though  which makes doing arbitrary conversions and comparisons much easier. A worthy addition to the tool drawer.,Usability
332,Great carrier oil. I use it alone to massage my scalp and my boyfriend scalp. I use it on days where my scalp feels too dry/stripped. My boyfriend had horrendous dry scalp (snowflakes all over his shirt and in his hair :/). I massaged this and occasionally tea tree oil in his hair every night for a few days  and it really cleared his flakes up! The tea tree oil helped  but this alone would be fine. I read it jojoba oil/wax is one of the closest substrates to human sebum (which our skin and scalp produce that make it oily). Seems to work that way. His scalp is realllllly dry and his hair is so thick it just kinda lays there (he can go like...5 days without washing his hair). So I apply very liberally throughout his whole scalp. Seems to do the trick! He loves how it makes his hair more manageable and actually &#34;do something&#34; (his words).<br /><br />Really great moisturizer too. I think it'll come in handy in the cold  windy winters here where it is hard to retain moisture. I think it would feel wonderful warmed up and massaged into the scalp or body :).,Product Quality
843,Uncomfortable around nose bridge. Cheap foam coverings. Wide vents that can let all sorts of dust in. I have no clue why this is rated so highly.,Product Quality
322,Good stuff,Product Quality
646,Good bike  but the oddly shaped frame is not friendly to car carriers.  Bike is also very heavy.  Other than those two things  it is nice.,Usability
185,wasnt as loud as expected,Product Quality
845,Exerts more force than I thought it would. Very controlled pull. Very useful,Usability
0,As described.,Usability
67,"[[VIDEOID:3bdd17778455ef097fcffb1d018022b6]] There is a good variance in Bluetooth speakers  from physical design  extras in the box and sound quality. Not all speakers are worth your time and money. This little Cube speaker by iGadgitz is a very interesting speaker; it may be little but it has big sound and it works very well. I did find one potential issue when it comes to the range of operation that I will describe below.<br /><br />This is one of the smallest speakers I have seen and used. In spite of its size  it is a solid and hefty little speaker  weighing more than you'd expect. In my mind this is a good sign: it means that there is more to this little speaker than a cheap little speaker and a sub-par receiver. To be honest I was a little skeptical that it would put out good sound when I first saw this speaker. It has pleasantly surprised me (more on that shortly).<br /><br />This speaker pairs and connects very easily. When it is in discoverable mode it identifies itself as \\""""Xquare 2\\"""". I had no issue with it pairing to my phone and once connected it remained connected without issue.<br /><br />The range on this speaker is good and I have been able to carry it from the source to a distance between 20' - 30' before it began to stutter or cut out. I have seen speakers that have more range but the majority of them fall into this threshold. Now  that said I need to mention an issue that came up in testing that should be kept in mind. If the speaker is sitting such that the switch and controls are facing down (that is  the control side is on the flat surface where it is sitting) the range is cut very dramatically. With the speaker sitting that way the range dropped to about 6' before it started cutting out. It did not seem to matter if it was the speaker that was moving away from the source or the other way around.<br /><br />I loaded up some music and played it through this speaker and was pleased with the outcome. The speaker has no problem with playing at higher volume  without distortion or \\""""washing out\\"""". The profile is very good too - the bass is strong and slightly elevated but not overkill  the midrange is very good and the music has depth as a result  and the highs are bright and crisp. For such a small speaker  this one produces better-than-expected sound.<br /><br />This is one of my favorite Bluetooth speakers. It is very small but it has excellent sound and is made very well. The size makes it placeable in areas where other speakers are too bulky to fit. This speaker proves that smaller speakers can have great sound and it's worth its asking price.<br /><br />Disclaimer: I was provided a sample of this product in exchange for a fair  honest and thorough review. Even though I received this product at no cost I have rated and reviewed this product without bias  based solely on my experience with it.er volume  without distortion or \\""""washing out\\"""". The profile is very good too - the bass is strong and slightly elevated but not overkill  the midrange is very good and the music has depth as a result  and the highs are bright and crisp. For such a small speaker  this one produces better-than-expected sound.<br /><br />This is one of my favorite Bluetooth speakers. It is very small but it has excellent sound and is made very well. The size makes it placeable in areas where other speakers are too bulky to fit. This speaker proves that smaller speakers can have great sound and it's worth its asking price.<br /><br />Disclaimer: I was provided a sample of this product in exchange for a fair  honest and thorough review. Even though I received this product at no cost I have rated and reviewed this product without bias  based solely on my experience with it.",Product Quality
423,nice,Product Quality
249,I have complex regional pain syndrome and I now move from my bed to my chair every day. I was putting my daily pills when I moved to the chair in a pill container lid  however the cat knocked them over one time too many.  My friend told me about these type of pill containers so I searched and found exactly what I needed and not a moment too soon. Shortly after my 2 weeks supply arrived and I filled them  I fell ill and there was no way I would have been able to have filled the next week of pills. I'm so thankful I had that 2nd week already filled. This has worked out perfectly for me - the crazy cat can't spill them  I can carry them wherever I need to. I take a lot of vitamins and supplements and they ALL fit!!!,Usability
802,We were excited to order these due to the Stanley name. We sent them back after seeing them  the quality was very poor  example  the needle nose pliers do not even touch each other to get a good grip. The wire cutters were the same and could not cut the wire due to a sizable gap between the snippers :( disappointed,Product Quality
449,Keep everything at 55 degrees  and don't overstress it and it works great- after the first 4 weeks so we'll see.,Usability
662,Pocket sized with zoom lens and convenient to carry or put in bag or glove compartment.  Uses one AA Lithium battery.  The J5 Tactical is almost as bright as the J5 Tactical Pro  but about half the price.  Not Tactical quality for uniformed personnel  but a good light.,Usability
712,Terrific!,Usability
673,Clean  kept a warm and a cold and storong!<br />I love it! I don't like a plastic bottles.<br />I recommend this instead buying plastic ones.,Aesthetic Appeal
735,For the price these are good socks  I wore them hiking in July and I had no issues with the fit.  I used one pair for two days (on vacation) and they did not smell.  They also kept my feet dry.,Price
606,Gave this to my son who used it while we were backpacking. He loves it.,Usability
737,My brother loves his backpack  he is so picky with stuff so I'm happy that he actually likes it<br />It's really nice and cool 😎 the product didn't came damege,Aesthetic Appeal
627,When I first bought these I was worried about the 1 star rating a saying that the pedals started creaking when relatively new. I bought them anyway and am glad that I did. After about 100 of road use one of the pedals did start to creak. All I had to do to fix it we take the axles out and make sure that the bearings were adjusted properly and repacked them with grease. I love these pedals. The only reason I didn't give them 5 stars was that I had to fiddle with them when they were basically new.,Product Quality
513,still trying to get used to it,Usability
766,Followed the instructions  but the eggs just do NOT rehydrate well.  More like egg soup with chunks.  Easier to take fresh eggs.,Usability
868,Perfect for my Bugout Bag.  I love it.,Product Quality
973,Unfortunately I had to sharpen the punch's I needed.  The first holes I tried to punch tore the gasket material.  Once I sharpened them it worked ok.  I would definitely shop around before making a decision if you need some good punch's.  These will do until I can get a good quality set.,Usability
166,When I see another component stacked on top of an amplifier  I ask myself - Do you not realize by blocking air movement  you are causing any amplifier to get many times hotter than it should. Effectively reducing it's lifespan considerably!,Usability
645,A little pricey but gets the job done.<br /><br />Would have been nice to have both units shipped with the same key.<br /><br />Auto-tensioner for fork end is a plus.,Price
490,love it! looks great in my kitchen  functions well,Aesthetic Appeal
139,This had pretty good sound  but would not fit on my bike.  It requires you to have handlebars that are straight for at least the length of the speaker.  I didn't want to bend the cheap-looking clips too much  either.  However  the reason that I returned it was because it refused to charge out of the box.  Plugged in  it sounded rather nice  but that's kind of pointless for a bike speaker.,Usability
120,These do not hold as long of a charge as the green-capped compeditors  even though the MW/hr is advertised to be higher.  However these do work as batteries and will hold a 'decent' charge  however the charge is shorter lived than other batteries of the same type I have tried.  I do use these often.  Also these did fry one of my USB ports  so use ONLY in outlet-usb ports.,Usability
982,This is perfect to use while doing some renovation in our house.  If holds paint cans  tools  gloves  sand paper  tool boxes  etc.  It's great because it doesn't have to be cleaned off to move.  Sturdy and easy to store when not in use.,Product Quality
358,Love them!,Product Quality
679,when I tried to tighten two of the bolts the grip threads stripped. they work fine with one tightened bolt but its just one of those things.,Usability
327,great buy,Aesthetic Appeal
234,This stuff is great. I take two a day and on capsule lasts twelve hours. I took a second one too close the previous capsule and I felt a little light-headed for a few hours. Take 12 hours apart and they dropped my blood pressure 10 to 15 points for almost the whole time.<br /><br />Of course Amazon's shipping and pricing can't be beat.,Product Quality
383,Ice green is not an aqua like in picture  it's true green.,Aesthetic Appeal
955,Ordered 5 and we love them for the price we paid! Great for camping and outdoors! Going to order some more for Emergencies!,Price
264,Nice price,Price
732,this product is good but there are wheels for a lot less that are faster and last longer,Product Quality
523,perfect condition<br />Thank You!,Product Quality
132,For a speaker its size the sound and volume are great. I would recommend this little speaker,Product Quality
465,Quiet  but does not seem like 1000 watt power.,Product Quality
875,Awesome,Product Quality
395,Excellent product<br />This is one if the few things I can use on my skin that doesn't cause a breakout and it leaves it so soft and refreshed,Product Quality
600,GOOD VALUE,Price
309,Easy to take tablets so you don't have to find the light switch and stumble around trying to find water or a drink to take a pill. Eases your body towards sleep and helps you fall asleep nicely. The taste is ok  no aftertaste or odd film in your mouth. A bit sweet for me.,Usability
281,I absolutely love this product. It has the best taste and most exciting flavors of all enhancers. Highly recommended.,Product Quality
246,This product does everything that it says it will do and more. I have experienced significant improvement everytime I use it. The only drawback is the price. Although it is priced much lower than all the other brain wonder supplements it is still too high for my budget  even though I would like to use it every day if possible.<br />Cris Willis,Usability
38,We bought this for my daughter for her birthday in July.  She turned 13.  She played it 3 times with the new albums she got for her birthday.  She went to listen to some more new albums she bought and it didn't work.  The turntable would not turn!!!  I went to replace this item and I was literally 5 days from the last chance date that I had to return this item.  Not happy at all.  Now she is upset!!!,Usability
